text,isAbuse
니가정중하게 나오는 걸 보니 본인하는 말에 큰 뜻을 담았던 것은 아닌 걸로 보이니 더 강하게 말 안 한다 지금 문제가 되는 건 중증 외상환자이고 내 의견은 이 처참하게 다친 반송장과 그 처치에 대해 한국의 의료시스템이 변태적으로 되어 있다는 거다 그런데 저 본 문 글쓴인간처럼 일부러 사태의 본질을 시스템이라는 식으로 확정시키고서는 의사 개개인의 열성도 혹은 현행에서의 희생의 감수 따위를 논의 바깥으로 아예 차단시키려는 여러 이기적인 논리적 정황 속에서 읽히는 네 댓글은 단순한 사실 진술이 아닌 거란 거다,0
이석기 옹호했다면서 ㅋㅋㅋ그걸 설명을 해야지 단편만 가져와서우기는 건 노인 정용임,0
어렸을 때부터 키웠던 리트리버 키우고 일주일만슬펐 다 죽음에 너무 슬퍼하면 약해진다,0
난 이미 2010년 6월 지방선거 때 한 짓 보고 손절,0
몰랐던 건데 좋은 정보 네 여ㅎㅎㅎ,0
그 연장선에서 박사모틀 딱을 다 죽여야 그게 보수가 사는 가장 중요한 거 임ㅋㅋ 설명하자면 길어지는데 암튼 틀틀거리는 거는 잘못 아님,1
맞음돈이 다인 듯 다가 아님,0
사살 여부가 중요한 게 아님,0
다들 ㅁㅈㅎ 난 ㅇㅂ,0
저기 올라오는 거 99 프로가 소설인데 그걸 또 사실인 냥 믿고 퍼오는 새끼는 뇌가 있는 새끼냐 이런 새끼가 민좆당 뽑는 새끼들 임ㅁㅈㅎ,1
지금 그 이야기하는 건데,0
좆병신 새끼면 담부터 너한테 지랄 못한다,1
베댓 댓글은 틀 딱 일베라며 욕함,1
책 읽어주는 것도 아니고 지식니 열해서 별로든데 애도 홍어 아니냐,1
도끼로 마빡을 걍,1
미국도 중국 파산하는 걸 원하지는 않을 걸,0
포춘하면 가장 먼저 떠오르는 것은 매년 발표되는 미국 상위 500대 기업 세계 상위 500대 기업 등의 기업 순위일 것이 다벌레들 포춘모를까봐 직접 복붙한다 정말 우리나라는 최고다라는 말도 부족하다,1
입만 벌리면 구라,1
8백만페소면 한화로 얼마인지 밝혀야지,0
이로서 신라젠은 백퍼네 유사시민 새끼가 설쳐되는 이유도 나왔고,1
시발이 제만물 김무성이냐 좌파 새끼들만 물이 명박과 똑같노,1
조 선 수준 나옴 힘들게 일하면 대우받는 게 당연한 건데,1
갓 대중센 세 모욕 ㅁㅈㅎ,0
그럼 전기발전할 땐 이산화탄소 안 나오냐 연구마다 다르기는 하지만 비슷하거나 화력발전이 좀 더 적게 나오긴 한다던데 결국 원자력으로 가야 큰 차이남,0
치고 나갔겠냐 우리나라 수준은 솔직히 상용화에 맞춰 물량 생산 인프라 구축 수준이지 그 이상은 힘들지만 전기차 기술은 아티펙터 교환수명 급속 충전 곧 이 아니라 벌써 시작 됬다고 생각한다,0
추천,0
반대로 해석하면 될 듯 현기가 꼴찌,0
쟤는 친중인척,0
국내뿐 아니라 해외도 똑같음 약관에 보면 무조건 100회사 맘대로 데이터 읽어보거나 활용할 수 있다고 되어 있음 서비스 클라우드는 털려도 상관없는데이터만 사용하고 개인 자료는 서버 구축하거나 나스쓰는 게 맞음 아메일도 마찬가지임,0
아줌마 ㅋ어 캐됨 ㅋㅋㅋ 아직 이야ㅋㅋ 또 빤스런 ㅋㅋ,1
가형3등급 나형 2등급 정도,0
1주일 안으로 여자가 답주긴 할 텐데 안 될 가능성이 높음,0
이 시간까지 어쩌고 저쩌고 하시면 얼마버는지 말씀드리고 택시 잔돈 안 받고 걍내림,0
취하네요 ㅎㅎ,0
저러면 어쩌냐 용접 다시 녹일 수 있냐ㅋ,0
잠바틀 딱 ㅇㅂ,1
그걸 이제 알았냐 트위터로 시간이랑 좌표받고 꼭 3개씩 베댓올리잖아 쟤네ㅋㅋ 감순제일 높이 있던 정부까는 댓글에는 반대 폭탄 던져서 내리고,0
두 달 밀리면 바로 명도 준비함,0
좆문가 맞아 여,1
암사 역시 라소니였나 걔 닮았노,0
기차,0
과목만 보면 그렇지 근데 수학은 상대평가잖아 절대평가로 바뀌면 상관없지 ㅋㅋ,0
찾아보니 역시 인도 최상위 계층 브라만임 개부자,0
벙신 같은 게 프로토가 어째단 폴만되냐 개 벙신 아무슨 사설하냐,1
참고로 위에 게시물 내용은,0
끝난 건 아는데다시 보고 또 보고이지랄하길래요,1
슨상님을 안 붙였잖아,0
아폰 살 돈은 없지만 저거살 만한 돈은 있는 거지 하얀 콩나물 허세부리기도 좋고 딱이지 않냐,0
우리나라도 조만간 저렇게 될 것 같음,0
마 설명을 해라 지 혼자 아는 척하노,0
셀프 쓰레기통으로,0
근데 왜 아직까지 전광훈씨는 밖에서 설치는 거죠,0
니아들 래미가 술쳐 먹고 아이들치고 뺑소니치는 건데 실행 불가능한 거 아니냐,1
대중이 까는 거무적권 ㅇㅂ,0
데우다 덥히다,0
캬아이게 낙수효과 맛이지,0
거기에 대구 출신이면 완벽할 껍니다,0
면도 생각보다 말 주변 있고 똑똑하다 ㅋㅋㅋ 못생겻다고 무시할 존재가 아님,0
그나마 조국이 말하면 그거 반대구나라고 생각하는 국민이 훨씬 많음,0
구속 사유가 안 된다고 생각은 안 하냐,0
외국기자들은 자기한테 관심 좆도 없는 거 아니까 김치기자들어딨나 찾아보고 있노 ㅋㅋ,1
트럭 기사들 존 나무서운데 가끔 보면 센스 개지림,0
러시아인을 동양계라는 병신년은 진짜 처음 본 다ㅋㅋ,1
다른 분들 위해서 전 양보,0
근데 재밌음게임은,0
적자가 계속되는데도 유지된다는 건 누가 뒤에서 그걸 메꿔준다는 거야,0
지랄 10만원은 해야지,1
괜찮은 아웃풋임 얼굴도 참하고,0
존경스롭 넹와우,0
우리 아빠 회사 다녀요 이래야지,0
지네엄마 소개하고 잇노ㅋㅋㅋ,1
내용에 돈벌이 내용이 나오길래 선정도가 아니라 그거도 그냥 범죄니까 사장 새끼 18년형,1
쟨 진짜 좀 이상함이 상해서 더 무서움 김대중 노무현은 간첩질하는 와중에도 눈치 보면서 국익에 도움되는 일한 두 개는 했는데,0
일본이 더 위험해서,0
키스해서 빼줘야자,1
길냥이가 살아봤자 얼마나 살겠노 ㅠ 잘해주진 못해도 괴롭히진 말자 게 이들 아ㅠ,1
정상,0
사회에서 대학 말하면 돈이 자동으로 나오누,0
수학이라고 떠들래면 미분적 분 정도는 메시드 리볼해야 하는 거 아이가,0
솔직히 나도 성적 수치심 느꼈음,0
팩트인데뭘,0
일베에서 틀 딱 거리는 새끼들 전라도 대깨문 평균 나이 50대 이상 지들이 노인인 줄 모르고 애들 노는 데서 틀틀거리는 거존 나 웃ㅋㅋ,1
창렬이노,1
틀린 말은 아닌데 뭐가 문제임,0
63516,0
맛있겠다,0
에휴ㅋㅋ,0
그만큼 검찰의 사법 권한이 약해지는 거고 반대로 경찰은 상당히 재량권이 강화된 거임,0
베들 베들,0
라고 해 씀져,0
몇 급인데 공무원 개땡보라고 오늘도 기사 떴드라뭐가 적성에 안 맞는데,0
평균 학력 고졸따리 양 아치 새끼들 상대하려니까 개빡쳤나보네,1
중하위권은 일본애들 많이 꼽아주고 좁밥 좀 많았음,1
그 거제일 잘하는 양쪽 옆 나라로 가세요,0
지금의 정부는 다 계획이 있구나,0
메이플 오목돈 따먹기 응용한 거 네ㅋㅋㅋ,0
라떼는 말이야 공포신문 봤었는데,0
누군지도 모르면서 무조건 아니라고 우기고 보는 게,0
연분 9등법은,0
뭐 나쁘지 않네요,0
괴물 같은 소리한다 데모 안 하고 공부하면 괴물이냐 ㅋㅋㅋ,1
그 말도 맞지 상류층의 개보지와 하층민의 처녀가 동급 수준으로 귀하니까,1
언제부터 대검이 최씨 대변인 노릇을 한 겨,0
그래도 좌제동은 성공회 대 신방과로 세탁했으니,1
간병ㅋㅋㅋ,0
고생 끝 행복 시작,0
진짜 자한 당은 하는 게 없는 허수아비 정당 쓰레기좆 같은 새끼들 밥버러지,1
딱짱 깨럽게 생걌네,1
정확하네나 유치원 때 유행했는데,0
쓰레기 통 리뷰는 처음 봐서 ㅠ,0
프리시즌이랑 시즌 초반 때는 폼이 안 좋이서 재계약도 힘들지 않을까 했는데 중반부터 다시 살아ㅋㅋㅋㅡ 래스가 있긴 있는 듯,0
찌그러져 있어 넌ㅋㅋ,0
빅버드나올 때 사실 내가 삭도망가서 숨었음,0
걍 부산 앞바다에 빠져서 죽어라 왜사냐어휴,1
시계보는 게 ㅈㄴ 웃기네ㅋㅋ,1
주여 이름만 외치면 구원을 주겠다는 구절도 있지,0
야사업 다 접고 그냥 실업자 되라그래뭔씨 발취직을 시켜줘도 지랄이냐,1
시베리아 수용소 같은 곳인데,0
저열한민족성 미국이 승만 박정희라는 변수가 있어서 본래 민족 모습을 잠시 벗어난 거였지 원래 우리 민족본 모습은 북괴임 다시 그 길로 가는 게 보이잖아,1
무선사업 때 보단 더 좋을 수도 있는 거 아니노,0
사악한 년,1
힘내세요너나 할 것 없이 힘든 시절을 보내고 있네요,0
ㅋㅋ,0
내비번은 비스무리하지만 사이트마다 대문 자 숫자 특수 문자조합 요구하는 곳이 있어서 존 나헷갈림 그래서 오랫만에 들어가면 이메일로 비번 다시 설정함 ㅋㅋ,1
민주당이 압승인데 왜 이런 걸로지랄인지,1
베충이들 점심 때 팀장들한테 조인트까일 듯,1
깨끗한나라 제품 잘 가라,0
는 얌체인 거고 애초에 블박 새끼가 안전거리 미확보에 다가 앞차갑자기 브레이크 등 들어왔는데 넋 놓고 있다가 박은 거잖아 고속도로에서는 앞차 브레이크 들어오면 이게 풀브레이크인지 그냥 병신처럼 밟은 건 지 구분이 안 가니 긴장 타고 있어야 한다 그래서 안전거리 100당 100가 필요한 거고 블박 새끼가 뒤집어쓰는 거임이건,1
녹슨 액티언스포츠,0
0렙인 거보면 모르냐 분탕 치러 온 메갈이잖아,0
와 이건 뭐 진짜 제정신인가,1
ㅋㅋ나 하찮게 생겨서 너무 기엽다,1
ㄷ,0
지들이 무식한 건지들 잘못이지 왜 남들한테 그 잘못을 씌우냐고 시 발아,1
어려울 때일수록 전범국들끼리 힘을 합치겠다,0
화장하고 나서 나온 뼛가루 종량제 폐기물 봉투에 담아서 버려야 하는 거라고,0
더 지켜봐 아직 이야,0
인생ㅈㄴ불쌍하다 흙수저ㅠ,1
난 택시기사 자격증인 줄ㅇㅂ,0
당연한 거 아니냐 저기 노하우 자체가 직원 몇 명 뽑으면 복제 가능한 업종이라 저렇게 안 하면 회사 망한다,0
저런 새끼들 때문에 외동이나 형제만 있는 놈들이 남매들은 저럴 꺼라고 개 같은 상상을 하지,1
저건어제 사건 터졌을 때 기사고,0
물도 꼭 챙겨 마셔라 안 마시면 죽더라진짜임,0
느금마 개 보지,1
저 새끼 복근은 왜 저런 거임,1
근데 7등급이면 용접도 못 배움,0
일관성 있게 지랄하면 훈장이라도 달아주냐,1
1민좆당 110지 지 지원받았고,1
기레기들아,1
와씨 집안에 루미나리에 가능하네,0
근데 그건 팩트ㅋㅋ 팩트에 ㅂㄷ리는 조 센 1징들,1
날 갤망함,0
진짜 억대 버시는 분들이 이걸 보면 무슨 생각이 들까 ㅋㅋ,0
일 베 좌파임,1
주작이 건 뭐건 웃기다,0
속보 긴급 단독 세계 최악의 열등하고 좆미개한 후진국 쓰레기인 종죠샌징들은 집단 학살이 정답임ㄹㅇ,1
지잡도급이 있다게 이야,1
나 예전에 들은 이야긴데 30살 먹은 주노헤어디자이너가 자기 월천 넘게 번다는데 사실 임믿기지가 않던데 물론 청담 쪽이긴 했지만,0
진짜 메시는 안와 상융기가 더 뚜렷하네,0
누가 유튜버로써 ㅅㅌㅊ 거 모른 데 대한민국 20손가락 안에 드는 것도 알아그리고 뭐가 어쨌든 논란이 되는 인물은 맞잖아 페미들이랑 안 좋은 접점 있고 사실이든 아니든 여자친구 폭행 사건으로 언론에서 오르락 내리락 거려서 공중파에도 못 나옴스윙스 같은 남자 연예인은 그렇다 쳐도 한예슬이 성향이 어떤 진 모르겠지만 쟤랑 굳이 엮여서 좋을 게 없어 보인다니까,0
그래서 자지짜르고 한국와서에이즈 퍼뜨리고 돈 벌고 가는 건가 태국년들 뭔가 김치녀와 성격이 너무 달라서 알고 보니 남자 새끼들이었군,1
사망교회,1
부끄러움은 국민 몫이 ㅋㅋ,0
이거 좋네요,0
너무 사이즈 컸냐 ㅋㅋㅋ 안 하노,0
시장은 자정 작용을 한다 보람튜브가 저돈 주고 일시켜봤는데 만족할 만한 퀄리티가 안 나오면 돈 더 줘서 잘하는 놈 알아서 뽑을 거야 걱정하지마저 돈 주고 일시켜봤는데 저 정도급의 편집자를 써도 되는 난이도의 컨텐츠들이거나 자기들의 사업에 충분히 가용 가능한 범위니까 알아서 운영하는 거야,0
취소까지 가즈아,0
아저도 속았네요 ㅋㅋㅋ,0
성립하겠냐,0
대체뭘 당햇다는 거임니가 당한 거 아님 ㅋㅋ,0
모르면 배우고가라병신 아이슬람 역사상식선에서 다 아는 거라고 ㅈㄹ병신아그럼니가 팔레비 왕조에 대한 의견을 설파해보던 가ㅅㄲ,1
애잘 낳 것다,0
05 게이인데 해빔 소스 못 무봐 따,1
이쁜 김치녀인 거 빼고는 상대가 안됨 ㅋㅋ 우진저 사람 스탠퍼드 수학과 ㅋㅋ,1
뭐 현장 출동직도 존 나큰 화제 없으면 족구나 차는 개꿀직이고,1
다들 속으로 똑같이 생각하면서 아닌 척정의감에 불타느 척해야 사회적으로 형성된 공감대에 어울린 다 생각하는 거지 ㅋㅋ 위선자 새끼들 지 새끼 용접 공시킬려고 하면 기를 쓰고 반대할 새끼들이 누구보다 용접 공을 무시하지만 그렇지 않은 척,1
그러니 이 정부가 서울 집값을 잡을 것이라는 망상 따위는 버려야 한다지지층이 집 가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈 텐데 그걸 왜 포기한 단 말인 가 서민정부는 그저 코스프레만으로 충분하다,0
쟤누가 뽑았냐,0
니 수준 드러내지 말고,1
일본 망할 때까지 주욱 장기 집권 가즈아,0
펭귄떼가 줄줄이 입수하는 거랑 같다고 보면 된다,0
팩트ㅇㅂ,0
좌파는 그냥 북한 보내서 김정은 충성하며 인민으로 사는 게 딱 맞는 수준이다,1
오히려 신해식을 내쫒고 대화를 거부하더라,0
의료 수준은 예전부터 높았는데 제대로 된 정부가 있으니 수준 높은 의료시스템이 원활하게 작동되는 겁니다,0
나도 그 생각함 현대 알바 아닌가,0
궁뎅이 자극으로 최고라고 하던 데,0
군대가기 전에 군대 존 나두렵잖아,1
한 달간 진짜 밥 먹고 총 쏘고 밥 먹고 총 쏘고,0
웹사이트 접속만으로 아이디 비밀번호 유출될 수 있다는 기사 내용 유럽의 특정 웹사이트들에 접속할 경우 아이디와 비밀번호가 유출된 다 또 다른 변종은 제목이 웹사이트 접속만으로 랜섬웨어에 감염될 수 있다는 기사 내용이번에 유포된 랜섬웨어 버전은 해당 사이트에 접속만 해도 감염될 가능성이 높아 피해가 클 것으로 전망되고 있다,0
말 한 놈이 쓰래기 네 친구가 평생 같이 살마누라를 모욕했으니,1
한국에서 살았던 건 유학생활할 때가 끝이었어,0
루시드 드림으로 도망쳐서 행복하게 살면 안 되는 데,0
상어진짜좆 같다상어는 다 뒤졌으면,1
선거며,0
이만희 한티가 서 따져라 ㅋㅋㅋ,0
대단해 보인다니 생각 ㄴㄴ 직개발자 앉아서 8000100달러 번 다리플 ㄴㄴ,0
생체실험이 아니고 중공군과 교전 중부상당한 일본군을 치료하는 장면의 사진 등임,0
근데 한편 찍어서 여러 편으로 편집해서 내는 경우도 많지 않음,0
좀 오바인 듯 나는 저 정도로 잘 생기지 않았는데도 걍 둘이서 잇으면 저렇게 본다 잘 생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 얘기 나눔,0
박보검 서강준,0
돈도 벌고 명예 돈 얻겠다고,0
